artist,score,category
OSGEMEOS,0.7829088,weird
Oskar Fischinger,0.6721027,digipa-high-impact
Oskar Kokoschka,0.7392038,scribbles
Ossip Zadkine,0.6494374,scribbles
Otto Dix,0.667294,scribbles
Otto Marseus van Schrieck,0.65890455,fineart
Pablo Picasso,0.72142905,scribbles
Pamela Colman Smith,0.6587648,fineart
Paolo Roversi,0.5503342,digipa-high-impact
Paolo Veronese,0.68422073,fineart
Pascale Campion,0.74516207,fineart
Patrice Murciano,0.61973965,fineart
Patricia Polacco,0.7696109,scribbles
Patrick Caulfield,0.8322225,scribbles
Patrick Dougherty,0.688321,digipa-high-impact
Patrick Heron,0.78889126,scribbles
Patrick Woodroffe,0.5228063,fineart
Paul Barson,0.54196984,digipa-high-impact
Paul Chadeisson,0.389151,digipa-low-impact
Paul Corfield,0.6915611,scribbles
Paul Cézanne,0.78368753,scribbles
Paul Delvaux,0.7105914,scribbles
Paul Gauguin,0.75635266,scribbles
Paul Gustav Fischer,0.613273,fineart
Paul Henry,0.5752968,fineart
Paul Klee,0.8868682,scribbles
Paul Laffoley,0.79196846,scribbles
Paul Lehr,0.70854837,cartoon
Paul Ranson,0.81903255,scribbles
Paul Strand,0.7080332,black-white
Paul Wonner,0.6700563,scribbles
Paula Modersohn-Becker,0.7193769,scribbles
Paulus Potter,0.65498203,fineart
Pawel Kuczynski,0.6894536,fineart
Peter Andrew Jones,0.5661655,fineart
Peter Bagge,0.70127463,scribbles
Peter De Seve,0.6616659,cartoon
Peter Doig,0.83111644,scribbles
Peter Elson,0.4121406,fineart
Peter Gric,0.58583695,fineart
Peter Holme III,0.62938106,fineart
Peter Howson,0.5640759,fineart
Peter Max,0.99715996,weird
Peter Milligan,0.6391612,digipa-high-impact
Peter Mohrbacher,0.58273685,fineart
Peter Paul Rubens,0.65745676,fineart
Peter Sculthorpe,0.5875696,fineart
Peter Wileman,0.71271706,cartoon
Phil Foglio,0.457582,digipa-low-impact
Phil Jimenez,0.60625625,cartoon
Phil Koch,0.56224954,digipa-high-impact
Phil Noto,0.6470769,anime
Philip Guston,0.78994095,scribbles
Philippe Druillet,0.7363382,cartoon
Philippe Parreno,0.57985014,digipa-high-impact
Pierre Bonnard,0.7310132,scribbles
Pierre Puvis de Chavannes,0.6880703,fineart
Pierre-Auguste Renoir,0.742464,fineart
Piet Hein Eek,0.54918796,digipa-high-impact
Piet Mondrian,0.71990657,scribbles
Pieter Aertsen,0.61454165,fineart
Pieter Bruegel The Elder,0.6992879,scribbles
Pieter Claesz,0.7200939,fineart
Pieter de Hooch,0.75916564,fineart
Pieter Jansz Saenredam,0.6566058,fineart
Pipilotti Rist,0.5816868,digipa-high-impact
Pixar Concept Artists,0.6667752,cartoon
Pixar,0.6495793,cartoon
Posuka Demizu,0.64843124,anime
Qian Xuan,0.50150526,fareast
Quentin Blake,0.82115215,scribbles
Quentin Tarantino,0.6708354,digipa-high-impact
Quint Buchholz,0.65151155,fineart
Rafael Albuquerque,0.56541103,fineart
Rafał Olbiński,0.44561762,digipa-low-impact
Raffaello Sanizo,0.49365884,digipa-med-impact
Raina Telgemeier,0.70846486,scribbles
Raja Ravi Varma,0.71788085,fineart
Ralph Horsley,0.51142794,fineart
Ralph McQuarrie,0.60380936,fineart
Ralph Steadman,0.7325864,scribbles
Ramon Casas,0.6606529,fineart
Randolph Caldecott,0.7279564,fineart
Raphael Lacoste,0.5539114,digipa-high-impact
Raphael,0.59278333,fineart
Raphaelle Peale,0.6364422,fineart
Ravi Zupa,0.7939542,scribbles
Ray Caesar,0.59902894,digipa-high-impact
Ray Donley,0.5837457,fineart
Raymond Briggs,0.62150294,fineart
Raymond Duchamp-Villon,0.6489605,nudity
Raymond Leech,0.6062721,fineart
Raymond Swanland,0.41350424,fineart
Rebeca Saray,0.41697127,digipa-low-impact
Rebecca Guay,0.72439146,cartoon
Rebecca Louise Law,0.81214285,weird
Rebecca Sugar,0.6492679,scribbles
Reginald Marsh,0.6301042,fineart
Rembrandt Van Rijn,0.6979987,fineart
Remedios Varo,0.7150927,weird
Rene Laloux,0.61190474,fineart
Rene Magritte,0.703457,scribbles
René Lalique,0.63594735,fineart
RETNA (Marquis Lewis),0.47963,n
Reylia Slaby,0.65709853,fineart
RHADS,0.4722166,digipa-low-impact
Richard Burlet,0.7506659,scribbles
Richard Corben,0.59251785,fineart
Richard Dadd,0.68546164,fineart
Richard Deacon,0.59851056,fineart
Richard Diebenkorn,0.7096184,scribbles
Richard Doyle,0.6377541,fineart
Richard Eurich,0.6062664,fineart
Richard Hamilton,0.5461275,nudity
Richard Lindner,0.7328564,scribbles
Richard McGuire,0.6820089,scribbles
Richard Misrach,0.63201725,digipa-high-impact
Richard S. Johnson,0.51500344,fineart
Richard Scarry,0.83554685,scribbles
Rob Gonsalves,0.62298363,fineart
Rob Liefeld,0.5921167,fineart
Robert Antoine Pinchon,0.68744636,fineart
Robert Childress,0.58289623,fineart
Robert Crumb,0.69420326,fineart
Robert Hagan,0.59406,fineart
Robert Irwin,0.58078,c
Robert M Cunningham,0.5144858,digipa-med-impact
Robert Maguire,0.40926617,digipa-low-impact
Robert McCall,0.68294585,fineart
Robert Mcginnis,0.54098356,fineart
Robert Motherwell,0.8409468,scribbles
Robert Rauschenberg,0.7410054,fineart
Robert S. Duncanson,0.7346282,fineart
Robert Stivers,0.5516287,fineart
Robert Vonnoh,0.6433115,fineart
Robert William Hume,0.5433574,fineart
Robert Williams,0.5567989,digipa-high-impact
Roberto Ferri,0.538221,nudity
Roberto Matta,0.71808386,fineart
Rockwell Kent,0.7257272,scribbles
Rodney Matthews,0.64844495,fineart
Roger Ballen,0.64683115,black-white
Roger de La Fresnaye,0.69620967,fineart
Roger Dean,0.6529647,nudity
Rolf Armstrong,0.58217514,fineart
Romero Britto,0.9498342,scribbles
Ron Mueck,0.5581811,nudity
Ron Walotsky,0.63035095,fineart
Ronald Balfour,0.60697085,fineart
Ross Tran,0.5259248,special
Roy Gjertson,0.54012,digipa-high-impact
Roy Lichtenstein,0.98272276,cartoon
Roz Chast,0.8432013,weird
Ruan Jia,0.5398549,special
Rudolf Freund,0.5437342,fineart
Rufino Tamayo,0.8749848,scribbles
Rumiko Takahashi,0.8301817,anime
Russ Mills,0.65012795,fineart
Russell Ayto,0.4681503,digipa-low-impact
Ruth Bernhard,0.72990334,black-white
Ryan Hewett,0.6615638,fineart
Ryan McGinley,0.53572595,digipa-high-impact
Ryohei Hase,0.6168618,fineart
Sacha Goldberger,0.5675477,digipa-high-impact
Sailor Moon,0.73281246,anime
Sakai Hōitsu,0.5420294,digipa-high-impact
Sally Mann,0.6534312,black-white
Salomon van Ruysdael,0.690313,fineart
Salvador Dali,0.6290813,scribbles
Sam Bosma,0.7223237,fineart
Sam Kieth,0.47251505,digipa-low-impact
Sam Spratt,0.48991,digipa-med-impact
Samuel and Joseph Newsom,0.52595663,digipa-high-impact
Samuel Earp,0.51305825,digipa-med-impact
Samuel Melton Fisher,0.6283333,fineart
Sandra Chevrier,0.68284667,scribbles
Sandro Botticelli,0.7359395,fineart
Sandy Skoglund,0.6546999,digipa-high-impact
Sanford Kossin,0.53977877,digipa-high-impact
Sangyeob Park,0.49150884,fareast
Santiago Calatrava,0.43651623,digipa-low-impact
Santiago Caruso,0.6473954,fineart
Sarah Lucas,0.4420507,digipa-low-impact
Satoshi Kon,0.65606606,anime
Saturno Butto,0.6331184,nudity
Saul Bass,0.75496316,scribbles
Saul Steinberg,0.81778854,scribbles
Saul Tepper,0.61579347,fineart
Scarlett Hooft Graafland,0.6119631,digipa-high-impact
Scott Listfield,0.58795893,fineart
Scott Naismith,0.6650656,fineart
Sean Scully,0.714154,fineart
Sean Yoro,0.5601486,digipa-high-impact
Seb Mckinnon,0.51721895,digipa-med-impact
Sebastian Errazuriz,0.62036186,digipa-high-impact
Serge Marshennikov,0.5665971,digipa-high-impact
Shaddy Safadi,0.47724134,digipa-med-impact
Shaun Tan,0.6830649,fineart
Shawn Coss,0.42407864,digipa-low-impact
Sheilah Beckett,0.55995446,digipa-high-impact
Shepard Fairey,0.7508583,scribbles
Sherree Valentine Daines,0.63274443,fineart
Shin Jeongho,0.5092497,fareast
Shinji Aramaki,0.61246127,anime
Shintaro Kago,0.7484431,anime
Shohei Otomo,0.7132803,nudity
Shotaro Ishinomori,0.7292093,anime
Shusei Nagaoko,0.7238965,anime
Sidney Nolan,0.74809414,scribbles
Silvestro Lega,0.71891177,fineart
Simeon Solomon,0.66441345,fineart
Simon Birch,0.57171595,digipa-high-impact
Simon Bisley,0.55119276,digipa-high-impact
Simon Stalenhag,0.6912775,special
Simone Martini,0.77843,fineart
Sir James Guthrie,0.67359626,fineart
Siya Oum,0.6435919,cartoon
Skottie Young,0.5440119,cartoon
Slim Aarons,0.70222545,digipa-high-impact
Sofonisba Anguissola,0.74418664,fineart
Sonia Delaunay,0.8506156,scribbles
Sou Fujimoto,0.5162528,fareast
Squeak Carnwath,0.62416434,digipa-high-impact
Stan And Jan Berenstain,0.5862361,digipa-high-impact
Stan Lee,0.5651268,digipa-high-impact
Stanislav Poltavsky,0.57434607,fineart
Stanisław Szukalski,0.6903354,fineart
Stanley Donwood,0.8033054,scribbles
Stephan Martiniere,0.56856346,digipa-high-impact
Stephen Gammell,0.74001735,weird
Stephen Shore,0.64108944,digipa-high-impact
Stevan Dohanos,0.47452107,fineart
Steve Dillon,0.5201676,digipa-med-impact
Steve Ditko,0.76725733,scribbles
Steve Henderson,0.43113405,fineart
Steve Lieber,0.6596117,scribbles
Steve McCurry,0.44620228,digipa-low-impact
Storm Thorgerson,0.6277394,digipa-high-impact
Stuart Davis,0.6050534,digipa-high-impact
Stuart Haygarth,0.58132994,digipa-high-impact
Stuart Immonen,0.53501946,digipa-high-impact
Studio Ghibli,0.73439026,anime
Sue Bryce,0.4447164,digipa-low-impact
Susan Luo,0.43198025,fareast
Susan Seddon Boulet,0.68762136,scribbles
Sven Nordqvist,0.62828535,fineart
Syd Mead,0.5758396,fineart
Sydney Edmunds,0.44198513,digipa-low-impact
Sydney Prior Hall,0.6359345,fineart
Tadao Ando,0.57429105,fareast
Taiyō Matsumoto,0.63372946,special
Takashi Murakami,0.81338763,weird
Takato Yamamoto,0.78460765,ukioe
Takeshi Obata,0.67643225,anime
Tamara Lempicka,0.6386007,scribbles
Tara McPherson,0.77023256,scribbles
Tari Márk Dávid,0.562937,fineart
Tatsuro Kiuchi,0.8597267,cartoon
teamLab,0.7566472,digipa-high-impact
Ted Nasmith,0.45302224,fineart
Ted Wallace,0.4500007,digipa-low-impact
Teophilus Tetteh,0.46064255,n
Terada Katsuya,0.6944026,cartoon
Terry Oakes,0.590443,fineart
Terry Redlin,0.474244,fineart
Tex Avery,0.6104007,cartoon
theCHAMBA,0.6742506,cartoon
Theo van Rysselberghe,0.7272843,fineart
Thomas Allom,0.68792284,fineart
Thomas Benjamin Kennington,0.56668127,fineart
Thomas Blackshear,0.5078616,fineart
Thomas Cole,0.5408042,fineart
Thomas Eakins,0.7141104,fineart
Thomas Gainsborough,0.6759419,fineart
Thomas Kinkade,0.594391,fineart
Thomas Moran,0.6507399,fineart
Thomas Rowlandson,0.66726154,fineart
Thomas Saliot,0.5139967,digipa-med-impact
Thomas Struth,0.5988324,digipa-high-impact
Thomas Visscher,0.5059943,digipa-med-impact
Thomas W Schaller,0.69093937,special
Thornton Oakley,0.57969713,fineart
Théodore Géricault,0.692039,fineart
Tim Burton,0.45541722,digipa-high-impact
Tim Doyle,0.5474768,digipa-high-impact
Tim Hildebrandt,0.47194147,fineart
Tim White,0.4182697,digipa-low-impact
Tintoretto,0.6702795,fineart
Titian,0.60426414,fineart
Todd McFarlane,0.6647763,cartoon
Todd Schorr,0.6237408,fineart
Toei Animations,0.6629127,anime
Tokujin Yoshioka,0.5779153,digipa-high-impact
tokyogenso,0.45406622,fareast
Tom Bagshaw,0.5322264,fineart
Tom Hammick,0.5032626,digipa-med-impact
Tom Lovell,0.5877577,fineart
Tom Roberts,0.5855832,fineart
Tom Thomson,0.6723876,fineart
Tom Whalen,0.805867,scribbles
Tomasz Alen Kopera,0.5216588,fineart
Tomer Hanuka,0.6643152,cartoon
Tomi Ungerer,0.81848705,scribbles
Tomma Abts,0.61153626,fineart
Tomokazu Matsuyama,0.8376121,scribbles
Tony DiTerlizzi,0.6114657,cartoon
Toshiharu Mizutani,0.48315164,fareast
Tove Jansson,0.78356475,scribbles
Travis Louie,0.43916368,digipa-low-impact
Tristan Eaton,0.787513,scribbles
Tsutomu Nihei,0.7070495,anime
Tyler Edlin,0.44028252,digipa-high-impact
Tyler Shields,0.4081434,digipa-low-impact
Ub Iwerks,0.625396,cartoon
Uemura Shoen,0.7342118,ukioe
Umberto Boccioni,0.81921184,scribbles
Utagawa Hiroshige,0.8728796,ukioe
Valerie Hegarty,0.47947168,digipa-med-impact
Victo Ngai,0.81195843,cartoon
Victor Adame Minguez,0.5288686,fineart
Victor Brauner,0.74719006,scribbles
Victor Moscoso,0.62962687,fineart
Victor Nizovtsev,0.6242258,fineart
Victor Vasarely,0.8335438,scribbles
Victoria Crowe,0.5647996,digipa-high-impact
Viktor Vasnetsov,0.7072422,fineart
Vincent Di Fate,0.6034131,fineart
Vincent Tanguay,0.48578292,digipa-med-impact
Vincent Van Gogh,0.85538065,scribbles
Virgil Finlay,0.74133486,fineart
Vito Acconci,0.58409876,digipa-high-impact
Vittorio Matteo Corcos,0.5636767,fineart
Vivian Maier,0.72897506,digipa-high-impact
Viviane Sassen,0.5939927,digipa-high-impact
Vladimir Kush,0.49075457,fineart
W. Heath Robinson,0.75374347,cartoon
W.W. Denslow,0.81708044,fineart
Wadim Kashin,0.43714935,digipa-low-impact
Walt Disney,0.50178146,digipa-med-impact
Walt Kelly,0.6596993,digipa-high-impact
Walter Crane,0.74146044,fineart
Walter Kim,0.554521,digipa-high-impact
Walter Langley,0.6002273,fineart
Walter Percy Day,0.62207425,fineart
Wangechi Mutu,0.6394607,n
Warren Ellis,0.4584044,digipa-low-impact
Warwick Globe,0.45516664,digipa-low-impact
Wassily Kandinsky,0.85490596,scribbles
Wayne Barlowe,0.6537874,fineart
Wes Anderson,0.5318741,digipa-high-impact
Wilfredo Lam,0.8096211,scribbles
Will Barnet,0.65995145,scribbles
Will Eisner,0.63349223,cartoon
Willem de Kooning,0.73916197,scribbles
Willem van Haecht,0.59990716,fineart
William Blake,0.69038224,fineart
William Eggleston,0.6840795,digipa-high-impact
William Etty,0.6497544,nudity
William Gropper,0.6669881,scribbles
William Henry Hunt,0.57340264,fineart
William Hogarth,0.6720842,fineart
William Holman Hunt,0.6927663,fineart
William Kentridge,0.77615225,scribbles
William Morris,0.7478111,fineart
William S. Burroughs,0.5505619,fineart
William Steig,0.7283096,scribbles
William Stout,0.672887,fineart
William Wegman,0.6446265,scribbles
William Zorach,0.74574494,scribbles
William-Adolphe Bouguereau,0.618265,c
Wim Crouwel,0.57933235,digipa-high-impact
Wim Wenders,0.44484183,digipa-low-impact
Winslow Homer,0.7176876,fineart
Winsor McCay,0.7589382,scribbles
Wojciech Ostrycharz,0.5314213,fineart
Wolf Kahn,0.4489858,digipa-low-impact
Wolfgang Tillmans,0.4999767,fineart
Worthington Whittredge,0.6504713,fineart
Yaacov Agam,0.6767926,fineart
Yanjun Cheng,0.5607171,fineart
Yasuo Kuniyoshi,0.79870003,ukioe
Yasushi Nirasawa,0.6016714,nudity
Yasutomo Oka,0.5731342,fareast
Yayoi Kusama,0.81886625,weird
Yiannis Moralis,0.61731136,fineart
Yinka Shonibare,0.68256056,n
Yoji Shinkawa,0.5287015,anime
Yoshitaka Amano,0.5491855,fareast
Yoshiyuki Tomino,0.6998095,anime
Yue Minjun,0.76583517,scribbles
Yuri Ivanovich Pimenov,0.5342793,fineart
Yuumei,0.46072406,digipa-low-impact
Yves Klein,0.7536262,fineart
Yves Tanguy,0.77380997,scribbles
Zack Snyder,0.51129746,digipa-med-impact
Zanele Muholi,0.58554715,n
Zeen Chin,0.45404464,digipa-low-impact
Zhang Kechun,0.6595939,fareast
Zinaida Serebriakova,0.6577016,fineart
Élisabeth Vigée Le Brun,0.6388982,fineart
Émile Bernard,0.6850957,fineart
Émile Gallé,0.5955559,fineart
Étienne-Louis Boullée,0.6126158,fineart
